Werkinformationen,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Besetzung,Unnamed: 17,Beteiligte,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Vertritt,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
Werknummer,Titel,Registrierstatus,Freie Vereinbarung,Verbundene Schutzfrist,ISWC,ISRC,Verlagswerknummern,Erstmals geladen,Letzte Aktualisierung,Sprache,Gattung,Dauer,AR streitig,VR streitig,Weitere Titel,Besetzung,Interpretinnen / Interpreten,Name,IP-Name-Nr.,Rolle,Reihenfolge Verlagsrollen,Urheber/-in-Verlagsbeziehung,AR-Anteil Detailansicht,VR-Anteil Detailansicht,AR-Anteil (kumuliert),VR-Anteil (kumuliert),Gesellschaft AR,Gesellschaft VR,AR streitig,VR streitig,Name,IP-Name-Nr.,Rolle,Schedule Number,Vereinbarungsnummer
3259504-001,DU HOECHSTES LICHT EG 441,1,Nein,Nein,T8007533043,,,15.10.2002,09.09.2025,,CHORALVORSPIEL,00:00:45,-,-,,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,BREITKOPF & HAERTEL KG,852149827,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
3259505-001,WENN WIR IN HOECHSTEN NOETEN SEIN EG 366,1,Nein,Nein,T8007533010,,,15.10.2002,09.09.2025,,CHORALVORSPIEL,00:01:00,-,-,,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
3259505-001,WENN WIR IN HOECHSTEN NOETEN SEIN EG 366,1,Nein,Nein,T8007533010,,,15.10.2002,09.09.2025,,CHORALVORSPIEL,00:01:00,-,-,,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,BREITKOPF & HAERTEL KG,852149827,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4338475-001,INTROITUS-PSALM 23,1,Nein,Nein,T8009710753,,,16.10.2002,25.05.2024,,,00:02:10,-,-,,,,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
4338475-001,INTROITUS-PSALM 23,1,Nein,Nein,T8009710753,,,16.10.2002,25.05.2024,,,00:02:10,-,-,,,,"LUTHER, MARTIN",18790860,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4346458-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058581,,,16.10.2002,07.09.2024,,,00:46:32,-,-,"BENEDICTUS(LUC.1) | PSALM 123 | JESAJA 53(SIEHE, DAS IST GOTTES LAMM) | PSALM 149 | PSALM 19 | PSALM 92#2, 6-9 | PSALM 31 | PSALM 4 | PSALM 103#1-5, 8-13 | PSALM 103#1-13 | NUNC DIMITTIS NR.1(LUC.2) | PSALM 96 | PSALM 22 | PSALM 143#1-11 | NUNC DIMITTIS NR.2(LUC.2) | PSALM 148#1-14 | PSALM 102 | PSALM 24 | PSALM 42","GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E2,42.67,30,42.67,30,GEMA,GEMA,-,-,-,-,-,-,-
4346458-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058581,,,16.10.2002,07.09.2024,,,00:46:32,-,-,"BENEDICTUS(LUC.1) | PSALM 123 | JESAJA 53(SIEHE, DAS IST GOTTES LAMM) | PSALM 149 | PSALM 19 | PSALM 92#2, 6-9 | PSALM 31 | PSALM 4 | PSALM 103#1-5, 8-13 | PSALM 103#1-13 | NUNC DIMITTIS NR.1(LUC.2) | PSALM 96 | PSALM 22 | PSALM 143#1-11 | NUNC DIMITTIS NR.2(LUC.2) | PSALM 148#1-14 | PSALM 102 | PSALM 24 | PSALM 42","GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Textdichter/-in,,E1,12,15,12,15,DP,DP,-,-,-,-,-,-,-
4346458-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058581,,,16.10.2002,07.09.2024,,,00:46:32,-,-,"BENEDICTUS(LUC.1) | PSALM 123 | JESAJA 53(SIEHE, DAS IST GOTTES LAMM) | PSALM 149 | PSALM 19 | PSALM 92#2, 6-9 | PSALM 31 | PSALM 4 | PSALM 103#1-5, 8-13 | PSALM 103#1-13 | NUNC DIMITTIS NR.1(LUC.2) | PSALM 96 | PSALM 22 | PSALM 143#1-11 | NUNC DIMITTIS NR.2(LUC.2) | PSALM 148#1-14 | PSALM 102 | PSALM 24 | PSALM 42","GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Textdichter/-in,,E3,12,15,12,15,GEMA,GEMA,-,-,-,-,-,-,-
4346458-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058581,,,16.10.2002,07.09.2024,,,00:46:32,-,-,"BENEDICTUS(LUC.1) | PSALM 123 | JESAJA 53(SIEHE, DAS IST GOTTES LAMM) | PSALM 149 | PSALM 19 | PSALM 92#2, 6-9 | PSALM 31 | PSALM 4 | PSALM 103#1-5, 8-13 | PSALM 103#1-13 | NUNC DIMITTIS NR.1(LUC.2) | PSALM 96 | PSALM 22 | PSALM 143#1-11 | NUNC DIMITTIS NR.2(LUC.2) | PSALM 148#1-14 | PSALM 102 | PSALM 24 | PSALM 42","GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,6,10,33.33,40,GEMA,GEMA,-,-,DP,39657154,Textdichter/-in,-,-
4346458-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058581,,,16.10.2002,07.09.2024,,,00:46:32,-,-,"BENEDICTUS(LUC.1) | PSALM 123 | JESAJA 53(SIEHE, DAS IST GOTTES LAMM) | PSALM 149 | PSALM 19 | PSALM 92#2, 6-9 | PSALM 31 | PSALM 4 | PSALM 103#1-5, 8-13 | PSALM 103#1-13 | NUNC DIMITTIS NR.1(LUC.2) | PSALM 96 | PSALM 22 | PSALM 143#1-11 | NUNC DIMITTIS NR.2(LUC.2) | PSALM 148#1-14 | PSALM 102 | PSALM 24 | PSALM 42","GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E2,,21.33,20,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4346458-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058581,,,16.10.2002,07.09.2024,,,00:46:32,-,-,"BENEDICTUS(LUC.1) | PSALM 123 | JESAJA 53(SIEHE, DAS IST GOTTES LAMM) | PSALM 149 | PSALM 19 | PSALM 92#2, 6-9 | PSALM 31 | PSALM 4 | PSALM 103#1-5, 8-13 | PSALM 103#1-13 | NUNC DIMITTIS NR.1(LUC.2) | PSALM 96 | PSALM 22 | PSALM 143#1-11 | NUNC DIMITTIS NR.2(LUC.2) | PSALM 148#1-14 | PSALM 102 | PSALM 24 | PSALM 42","GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E3,,6,10,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Textdichter/-in,-,-
4346460-001,WINDSBACHER PSALMEN,1,Nein,Nein,T8008058547,,,16.10.2002,07.09.2024,,,01:12:34,-,-,"PSALM 25:DIE PFADE DES HERRN | PSALM 27:HARRE DES HERRN | PSALM 119:OEFFNE MIR DIE AUGEN(WOHL DENEN, DIE OHNE TADEL LEBEN) | PSALM 150:ALLES, WAS ODEM HAT | PSALM 1:MIR STEHET DEINE HULD VOR AUGEN | PSALM 127:UNSERE HILFE STEHET IM NAMEN DES HERREN | PSALM 130:HERR, ERHOERE MEINE STIMME | PSALM 19:DIE HIMMEL ERZAEHLEN | PSALM 96:LOBET DEN HERRN | PSALM 139:HERR, DU ERFORSCHEST MICH | PSALM 4:ERBARME DICH MEINER | PSALM 90:TAUSEND JAHRE SIND VOR DIR | PSALM 31:IN DEINE HAENDE BEFEHLE | JESAJA 53:SIEHE, DAS IST GOTTES LAMM | PSALM 136:DANKET DEM HERRN | PSALM 92:HERR, WIE SIND DEINE WERKE | PSALM 149:HALLELUJAH!SINGET DEM HERRN EIN NEUES LIED | PSALM 143:HERR, ERHOERE MEIN GEBET | PSALM 95:KOMMT HERZU UND LASST UNS DEM HERRN FROHLOCKEN | PSALM 146:ICH WILL DEN HERREN LOBEN | PSALM 126:WENN DER HERR DIE GEFANGNEN ZIONS ERLOESEN WIRD | DIE ERLOESTEN DES HERRN WERDEN WIEDER KOMMEN",,WINDSBACHER KNABENCHOR,"VOGT, EMANUEL",266446936,Komponist/-in,,,100,100,100,100,GEMA,GEMA,-,-,-,-,-,-,-
4365391-002,ERSTANDEN IST DER HEILIGE CHRIST,1,Nein,Nein,T8010315933,,,16.10.2002,25.05.2024,,,00:00:18,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,,40,0,40,0,DP,DP,-,-,-,-,-,-,-
4365391-002,ERSTANDEN IST DER HEILIGE CHRIST,1,Nein,Nein,T8010315933,,,16.10.2002,25.05.2024,,,00:00:18,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,E1,26.67,60,26.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4365391-002,ERSTANDEN IST DER HEILIGE CHRIST,1,Nein,Nein,T8010315933,,,16.10.2002,25.05.2024,,,00:00:18,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Bearbeiter/-in,-,-
4365402-002,IM FRIEDEN DEIN,1,Nein,Nein,T8010315819,,,16.10.2002,25.05.2024,,,00:00:40,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,,40,0,40,0,DP,DP,-,-,-,-,-,-,-
4365402-002,IM FRIEDEN DEIN,1,Nein,Nein,T8010315819,,,16.10.2002,25.05.2024,,,00:00:40,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,E1,26.67,60,26.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4365402-002,IM FRIEDEN DEIN,1,Nein,Nein,T8010315819,,,16.10.2002,25.05.2024,,,00:00:40,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Bearbeiter/-in,-,-
4365403-001,"KOMM, HEILGER GEIST, MIT DEINER KRAFT",1,Nein,Nein,T8021939163,,,16.10.2002,25.05.2024,,,00:00:45,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,E1,33.33,0,33.33,0,DP,DP,-,-,-,-,-,-,-
4365403-001,"KOMM, HEILGER GEIST, MIT DEINER KRAFT",1,Nein,Nein,T8021939163,,,16.10.2002,25.05.2024,,,00:00:45,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E2,33.34,60,33.34,60,GEMA,GEMA,-,-,-,-,-,-,-
4365403-001,"KOMM, HEILGER GEIST, MIT DEINER KRAFT",1,Nein,Nein,T8021939163,,,16.10.2002,25.05.2024,,,00:00:45,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,16.66,0,33.33,40,GEMA,GEMA,-,-,DP,39657154,Komponist/-in,-,-
4365403-001,"KOMM, HEILGER GEIST, MIT DEINER KRAFT",1,Nein,Nein,T8021939163,,,16.10.2002,25.05.2024,,,00:00:45,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E2,,16.67,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4365406-001,"KOMM ZU UNS, HEILGER GEIST",1,Nein,Nein,T8021939152,,,16.10.2002,25.05.2024,,,00:00:35,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,E1,33.33,0,33.33,0,DP,DP,-,-,-,-,-,-,-
4365406-001,"KOMM ZU UNS, HEILGER GEIST",1,Nein,Nein,T8021939152,,,16.10.2002,25.05.2024,,,00:00:35,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E2,33.34,60,33.34,60,GEMA,GEMA,-,-,-,-,-,-,-
4365406-001,"KOMM ZU UNS, HEILGER GEIST",1,Nein,Nein,T8021939152,,,16.10.2002,25.05.2024,,,00:00:35,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,16.66,0,33.33,40,GEMA,GEMA,-,-,DP,39657154,Komponist/-in,-,-
4365406-001,"KOMM ZU UNS, HEILGER GEIST",1,Nein,Nein,T8021939152,,,16.10.2002,25.05.2024,,,00:00:35,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E2,,16.67,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4365407-002,"MUEDE BIN ICH, GEH ZUR RUH",1,Nein,Nein,T8010315740,,,16.10.2002,25.05.2024,,,00:00:30,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,,40,0,40,0,DP,DP,-,-,-,-,-,-,-
4365407-002,"MUEDE BIN ICH, GEH ZUR RUH",1,Nein,Nein,T8010315740,,,16.10.2002,25.05.2024,,,00:00:30,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,E1,26.67,60,26.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4365407-002,"MUEDE BIN ICH, GEH ZUR RUH",1,Nein,Nein,T8010315740,,,16.10.2002,25.05.2024,,,00:00:30,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Bearbeiter/-in,-,-
4365409-001,STILLE NACHT,1,Nein,Nein,T8008172246,,,16.10.2002,25.05.2024,,,00:00:55,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4365409-001,STILLE NACHT,1,Nein,Nein,T8008172246,,,16.10.2002,25.05.2024,,,00:00:55,-,-,ORGELBEGLEITBUCH U.ORGELVORSPIELBUCH,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4365417-002,TRAUNSTEINER ORGELBUCH,1,Nein,Nein,T8010315717,,,16.10.2002,25.05.2024,,PRAELUDIUM,,-,-,SPIELSTUECK IN D | SPIELSTUECK IN G | ALLEGRETTO IN A | TASTENSPIELE E | ANDANTE E,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,DP,39657154,Komponist/-in,,,40,0,40,0,DP,DP,-,-,-,-,-,-,-
4365417-002,TRAUNSTEINER ORGELBUCH,1,Nein,Nein,T8010315717,,,16.10.2002,25.05.2024,,PRAELUDIUM,,-,-,SPIELSTUECK IN D | SPIELSTUECK IN G | ALLEGRETTO IN A | TASTENSPIELE E | ANDANTE E,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,E1,26.67,60,26.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4365417-002,TRAUNSTEINER ORGELBUCH,1,Nein,Nein,T8010315717,,,16.10.2002,25.05.2024,,PRAELUDIUM,,-,-,SPIELSTUECK IN D | SPIELSTUECK IN G | ALLEGRETTO IN A | TASTENSPIELE E | ANDANTE E,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Bearbeiter/-in,-,-
4365418-001,NORWEGISCHE INTRADE,1,Nein,Nein,T8008172199,,,16.10.2002,25.05.2024,,,00:10:00,-,-,,,,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4365418-001,NORWEGISCHE INTRADE,1,Nein,Nein,T8008172199,,,16.10.2002,25.05.2024,,,00:10:00,-,-,,,,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4448175-001,SCHWABACHER TURM-MUSIK NR.1,1,Nein,Nein,T8012352001,,,16.10.2002,25.05.2024,,,00:03:00,-,-,,,,"VOGT, EMANUEL",266446936,Komponist/-in,,,100,100,100,100,GEMA,GEMA,-,-,-,-,-,-,-
4448309-001,BLAESER-INTRADE,1,Nein,Nein,T8012348969,,,16.10.2002,25.05.2024,,,00:01:30,-,-,,"BLAESERENSEMBLE (Anzahl Instrumente 1, Anzahl Spieler/-innen 4, Anzahl Stimmen 4)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4448309-001,BLAESER-INTRADE,1,Nein,Nein,T8012348969,,,16.10.2002,25.05.2024,,,00:01:30,-,-,,"BLAESERENSEMBLE (Anzahl Instrumente 1, Anzahl Spieler/-innen 4, Anzahl Stimmen 4)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4448313-001,PSALM 42:WIE DER HIRSCH LECHZT,1,Nein,Nein,T8012348936,,,16.10.2002,25.05.2024,,,00:02:45,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E2,42.67,30,42.67,30,GEMA,GEMA,-,-,-,-,-,-,-
4448313-001,PSALM 42:WIE DER HIRSCH LECHZT,1,Nein,Nein,T8012348936,,,16.10.2002,25.05.2024,,,00:02:45,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"ECKERT, EUGEN",213953087,Textdichter/-in,,E1,24,30,24,30,GEMA,GEMA,-,-,-,-,-,-,-
4448313-001,PSALM 42:WIE DER HIRSCH LECHZT,1,Nein,Nein,T8012348936,,,16.10.2002,25.05.2024,,,00:02:45,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,12,20,33.33,40,GEMA,GEMA,-,-,"ECKERT, EUGEN",213953087,Textdichter/-in,-,-
4448313-001,PSALM 42:WIE DER HIRSCH LECHZT,1,Nein,Nein,T8012348936,,,16.10.2002,25.05.2024,,,00:02:45,-,-,,"GEMISCHTER CHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E2,,21.33,20,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4455594-001,INTRADE IN G,1,Nein,Nein,T8011612457,,,16.10.2002,25.05.2024,,,00:01:30,-,-,POSAUNENCHOR INTRADE,,,"VOGT, EMANUEL",266446936,Komponist/-in,,,100,100,100,100,GEMA,GEMA,-,-,-,-,-,-,-
4457264-001,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8010593586,,,16.10.2002,25.05.2024,,,00:01:30,-,-,,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,E1,66.67,60,66.67,60,GEMA,GEMA,-,-,-,-,-,-,-
4457264-001,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8010593586,,,16.10.2002,25.05.2024,,,00:01:30,-,-,,"ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,33.33,40,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Komponist/-in,-,-
4457265-002,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8012854477,,,16.10.2002,25.05.2024,,,00:01:45,-,-,"SCHMUECKE DICH, O LIEBE SEELE","ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"FRANCK, JOHANNES",10713340,Komponist/-in,,,25.6,0,25.6,0,DP,DP,-,-,-,-,-,-,-
4457265-002,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8012854477,,,16.10.2002,25.05.2024,,,00:01:45,-,-,"SCHMUECKE DICH, O LIEBE SEELE","ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,E2,17.07,60,17.07,60,GEMA,GEMA,-,-,-,-,-,-,-
4457265-002,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8012854477,,,16.10.2002,25.05.2024,,,00:01:45,-,-,"SCHMUECKE DICH, O LIEBE SEELE","ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"FRANCK, JOHANNES",10713340,Textdichter/-in,,E1,24,0,24,0,DP,DP,-,-,-,-,-,-,-
4457265-002,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8012854477,,,16.10.2002,25.05.2024,,,00:01:45,-,-,"SCHMUECKE DICH, O LIEBE SEELE","ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E1,,12,20,33.33,40,GEMA,GEMA,-,-,"FRANCK, JOHANNES",10713340,Textdichter/-in,-,-
4457265-002,INTERLUDIUM FUER ORGEL,1,Nein,Nein,T8012854477,,,16.10.2002,25.05.2024,,,00:01:45,-,-,"SCHMUECKE DICH, O LIEBE SEELE","ORGEL (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,STRUBE VERLAG-GMBH,136758548,Originalverlag,E2,,21.33,20,33.33,40,GEMA,GEMA,-,-,"VOGT, EMANUEL",266446936,Bearbeiter/-in,-,-
4476863-001,FREUET EUCH DES HERRN,1,Nein,Nein,T8010829058,,,16.10.2002,25.05.2024,,,00:02:50,-,-,PSALM 34,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"VOGT, EMANUEL",266446936,Komponist/-in,,,64,100,64,100,GEMA,GEMA,-,-,-,-,-,-,-
4476863-001,FREUET EUCH DES HERRN,1,Nein,Nein,T8010829058,,,16.10.2002,25.05.2024,,,00:02:50,-,-,PSALM 34,"MAENNERCHOR (Anzahl Instrumente 1, Anzahl Spieler/-innen 0, Anzahl Stimmen 0)",,"LUTHER, MARTIN",18790860,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
4478229-002,NUERNBERGER KRIPPENLIED,1,Nein,Nein,T8012945608,,,16.10.2002,25.05.2024,,,00:02:20,-,-,,,,DP,39657154,Komponist/-in,,,38.4,0,38.4,0,DP,DP,-,-,-,-,-,-,-
4478229-002,NUERNBERGER KRIPPENLIED,1,Nein,Nein,T8012945608,,,16.10.2002,25.05.2024,,,00:02:20,-,-,,,,"VOGT, EMANUEL",266446936,Bearbeiter/-in,,,25.6,100,25.6,100,GEMA,GEMA,-,-,-,-,-,-,-
4478229-002,NUERNBERGER KRIPPENLIED,1,Nein,Nein,T8012945608,,,16.10.2002,25.05.2024,,,00:02:20,-,-,,,,DP,39657154,Textdichter/-in,,,36,0,36,0,DP,DP,-,-,-,-,-,-,-
